# plate-fiber-mjd z_abs rEW_MgII rEWerr_MgII wlim_Chicago Wobs_MgII grade_chicago, type_chicago, z_qso_dr7 rEW_MgII_chicago rEWerr_MgII_chicago
       387-315-51791 2.032330 2.016271 0.386831 0.270000 8479.607612  B    M 2.947800 2.016271 0.386831
       387-181-51791 0.493870 4.764806 0.310603 0.250000 4177.458068  C    M 1.758900 4.764806 0.310603
       387-556-51791 1.957870 2.131263 0.172083 0.260000 8271.387668  A   MF 3.064900 2.131263 0.172083
       814-184-52443 0.469140 0.377091 0.075554 0.250000 4108.303096  D    M 1.303100 0.377091 0.075554
       814-267-52443 1.473960 0.991932 0.227166 0.260000 6918.181744  D    M 1.673700 0.991932 0.227166
       814-267-52443 1.488470 0.644975 0.159938 0.260000 6958.757508  D    M 1.673700 0.644975 0.159938
       814-186-52443 0.432100 1.425878 0.347043 0.600000 4004.724440  D    M 1.867600 1.425878 0.347043
       814-186-52443 1.862260 0.791682 0.150930 0.300000 8004.023864  B    M 1.867600 0.791682 0.150930
       814-549-52443 0.936350 0.885171 0.120329 0.190000 5414.809140  D    M 2.888800 0.885171 0.120329
        814-15-52443 1.607490 2.552263 0.426464 0.220000 7291.585036  A    M 1.798000 2.552263 0.426464
        814-15-52443 1.622590 1.426071 0.208191 0.220000 7333.810676  C    M 1.798000 1.426071 0.208191
       814-423-52443 1.164530 3.449248 0.503112 0.340000 6052.891692  C    M 3.650700 3.449248 0.503112
       814-423-52443 1.170880 3.592552 0.333045 0.340000 6070.648832  E    M 3.650700 3.592552 0.333045
       814-423-52443 1.271990 3.121933 0.266727 0.340000 6353.392836  B    M 3.650700 3.121933 0.266727
       814-423-52443 1.327570 3.025903 0.586449 0.340000 6508.816748  C    M 3.650700 3.025903 0.586449
       814-192-52443 1.795020 1.413228 0.282646 0.230000 7815.993928  C    M 2.689500 1.413228 0.282646
       814-495-52443 1.302790 1.237629 0.287477 0.290000 6439.521956  C    M 3.899900 1.237629 0.287477
       268-238-51633 1.868530 1.709586 0.409617 0.450000 8021.557292  D    M 3.766800 1.709586 0.409617
        268-59-51633 1.447660 0.564621 0.074357 0.130000 6844.636424  B    M 1.882700 0.564621 0.074357
       268-342-51633 0.611040 0.494091 0.121040 0.310000 4505.112256  D    M 2.607800 0.494091 0.121040
       268-342-51633 0.793360 0.601106 0.078623 0.310000 5014.951904  D    M 2.607800 0.601106 0.078623
      1042-614-52725 2.008220 0.943415 0.209094 0.220000 8412.186408  B    M 2.454500 0.943415 0.209094
      1042-614-52725 2.016450 1.396675 0.286429 0.220000 8435.200780  D    M 2.454500 1.396675 0.286429
      1042-614-52725 2.017710 1.745032 0.162043 0.220000 8438.724244  D    M 2.454500 1.745032 0.162043
      1042-272-52725 0.805390 0.425393 0.103025 0.150000 5048.592596  C    M 1.267000 0.425393 0.103025
      1042-224-52725 0.500990 1.029321 0.199868 0.380000 4197.368436  D    M 1.741100 1.029321 0.199868
      1042-430-52725 0.590490 1.173223 0.223830 0.250000 4447.646236  C    M 1.627800 1.173223 0.223830
      1042-138-52725 1.112740 0.389068 0.069578 0.250000 5908.066136  D    M 1.311500 0.389068 0.069578
      1042-427-52725 1.098890 2.112545 0.333510 0.270000 5869.335996  B    M 1.488400 2.112545 0.333510
      1042-574-52725 1.312750 0.384391 0.089504 0.230000 6467.374100  C    M 1.325100 0.384391 0.089504
      1042-578-52725 0.725560 0.579522 0.089826 0.130000 4825.355984  C    M 2.530000 0.579522 0.089826
      1042-565-52725 1.506550 0.718916 0.144422 0.230000 7009.316420  B   MC 1.561900 0.718916 0.144422
      1042-552-52725 1.825960 0.809636 0.141191 0.250000 7902.514544  A    M 2.598200 0.809636 0.141191
       1042-72-52725 0.899440 0.591753 0.115824 0.140000 5311.594016  C    M 3.307400 0.591753 0.115824
      1042-286-52725 0.606670 1.494395 0.328630 0.440000 4492.891988  D    M 2.013000 1.494395 0.328630
      1042-182-52725 1.835960 1.182316 0.203458 0.180000 7930.478544  C   MC 1.910100 1.182316 0.203458
      1042-182-52725 1.841910 0.858226 0.188254 0.180000 7947.117124  C    M 1.910100 0.858226 0.188254
      1201-136-52674 1.120100 0.341965 0.075468 0.140000 5928.647640  C    M 1.692200 0.341965 0.075468
      1201-498-52674 0.776270 0.539332 0.104714 0.180000 4967.161428  E    M 2.234900 0.539332 0.104714
      1201-498-52674 1.701460 0.697401 0.128449 0.200000 7554.362744  B    M 2.234900 0.697401 0.128449
       1201-41-52674 1.764430 1.330473 0.234768 0.290000 7730.452052  D    M 2.044900 1.330473 0.234768
       1201-41-52674 1.972770 2.156911 0.330668 0.290000 8313.054028  C    M 2.044900 2.156911 0.330668
      1201-628-52674 0.710440 1.147658 0.158439 0.170000 4783.074416 C*    M 2.129700 1.147658 0.158439
        1201-7-52674 0.612980 0.968394 0.184131 0.240000 4510.537272  D    M 1.881700 0.968394 0.184131
      1201-116-52674 1.625500 3.088555 0.271186 0.240000 7341.948200  C    M 1.810800 3.088555 0.271186
      1201-116-52674 1.630460 3.770443 0.477483 0.240000 7355.818344  E    M 1.810800 3.770443 0.477483
      1201-116-52674 1.642100 2.746300 0.234283 0.240000 7388.368440  C    M 1.810800 2.746300 0.234283
      1201-221-52674 1.453750 0.681814 0.120224 0.230000 6861.666500  D    M 1.665800 0.681814 0.120224
       1201-56-52674 0.414930 0.919480 0.217679 0.300000 3956.710252  D    M 1.279900 0.919480 0.217679
       1201-56-52674 0.771130 0.988634 0.182369 0.220000 4952.787932  D    M 1.279900 0.988634 0.182369
      1201-637-52674 0.554310 0.792635 0.191082 0.280000 4346.472484  C    M 0.593500 0.792635 0.191082
      1201-637-52674 0.564470 0.765755 0.145097 0.280000 4374.883908  C    M 0.593500 0.765755 0.145097
      1201-541-52674 1.005840 0.535437 0.124636 0.180000 5609.130976  C    M 1.811500 0.535437 0.124636
      1201-123-52674 0.878560 0.737267 0.124031 0.210000 5253.205184  D    M 2.326600 0.737267 0.124031
      1201-123-52674 2.012530 3.172417 0.609786 0.220000 8424.238892  C    M 2.326600 3.172417 0.609786
      1201-123-52674 2.028040 2.173353 0.326614 0.220000 8467.611056  C    M 2.326600 2.173353 0.326614
      1201-205-52674 0.736960 0.706407 0.153717 0.210000 4857.234944  B    M 2.204000 0.706407 0.153717
      1642-369-53115 0.524430 1.002342 0.161372 0.340000 4262.916052 C*    M 1.754800 1.002342 0.161372
      1642-604-53115 1.504960 0.970075 0.085431 0.210000 7004.870144  A   MC 1.497900 0.970075 0.085431
      1642-191-53115 1.152350 0.627686 0.052501 0.100000 6018.831540  C    M 1.169200 0.627686 0.052501
      1642-435-53115 0.504380 0.907351 0.186123 0.300000 4206.848232  C    M 1.783300 0.907351 0.186123
      1642-484-53115 1.112940 0.513503 0.058213 0.100000 5908.625416  C    M 1.650100 0.513503 0.058213
      1642-161-53115 1.818650 0.710624 0.123463 0.180000 7882.072860  C    M 1.874400 0.710624 0.123463
      1642-519-53115 0.898410 0.947635 0.099557 0.180000 5308.713724  E    M 2.841900 0.947635 0.099557
      1642-519-53115 1.028660 1.820906 0.189288 0.220000 5672.944824  A    M 2.841900 1.820906 0.189288
      1642-466-53115 0.770680 1.568324 0.307791 0.310000 4951.529552  C    M 1.850300 1.568324 0.307791
      1642-466-53115 1.831320 1.441377 0.313635 0.220000 7917.503248  A    M 1.850300 1.441377 0.313635
      1642-150-53115 1.606260 1.086615 0.108201 0.230000 7288.145464  C    M 2.659900 1.086615 0.108201
      1642-235-53115 1.007080 0.179365 0.042848 0.150000 5612.598512  C    M 2.575100 0.179365 0.042848
      1642-411-53115 0.664260 4.078089 0.889284 0.270000 4653.936664  C    M 2.071300 4.078089 0.889284
      1642-411-53115 0.862890 1.169151 0.231361 0.220000 5209.385596  D    M 2.071300 1.169151 0.231361
      1642-585-53115 0.399390 0.211521 0.030728 0.120000 3913.254196  C    M 1.539900 0.211521 0.030728
      1642-398-53115 1.537210 1.388139 0.151347 0.360000 7095.054044  C    M 3.629400 1.388139 0.151347
      1440-547-53084 0.613590 0.797600 0.180343 0.190000 4512.243076  C    M 0.751900 0.797600 0.180343
        1440-8-53084 1.314800 0.229393 0.039312 0.150000 6473.106720  C    M 1.552400 0.229393 0.039312
      1440-128-53084 1.154020 1.864421 0.295726 0.320000 6023.501528  E    M 2.914000 1.864421 0.295726
      1440-156-53084 0.915060 0.398421 0.083548 0.250000 5355.273784  C    M 1.362500 0.398421 0.083548
      1440-597-53084 0.450450 0.548106 0.084801 0.100000 4056.038380  D    M 0.444700 0.548106 0.084801
      1440-127-53084 1.640130 1.072296 0.221959 0.280000 7382.859532  D    M 3.156300 1.072296 0.221959
      1440-386-53084 0.918250 0.632868 0.113645 0.410000 5364.194300  B    M 1.118100 0.632868 0.113645
      1726-284-53137 0.544970 0.713930 0.165052 0.330000 4320.354108  C    M 0.670600 0.713930 0.165052
      1726-284-53137 0.661270 1.641515 0.225731 0.330000 4645.575428  C    M 0.670600 1.641515 0.225731
      1726-636-53137 1.197500 1.080319 0.207509 0.250000 6145.089000  C    M 1.401100 1.080319 0.207509
      1726-568-53137 1.633690 0.858112 0.197442 0.120000 7364.850716  C    M 2.176100 0.858112 0.197442
      1726-568-53137 2.013300 1.038396 0.240600 0.120000 8426.392120  C    M 2.176100 1.038396 0.240600
      1726-320-53137 0.511850 2.019380 0.394880 0.440000 4227.737340  C    M 2.090600 2.019380 0.394880
      1726-320-53137 0.636560 0.995992 0.197365 0.270000 4576.476384  D    M 2.090600 0.995992 0.197365
      1726-320-53137 1.496290 0.898533 0.171054 0.230000 6980.625356  D    M 2.090600 0.898533 0.171054
      1726-152-53137 1.836930 2.255960 0.299972 0.390000 7933.191052  C    M 2.726500 2.255960 0.299972
      1726-113-53137 1.868160 1.806385 0.359813 0.230000 8020.522624 C*    M 2.007300 1.806385 0.359813
      1726-241-53137 0.690550 1.429121 0.221230 0.230000 4727.454020  D    M 2.301200 1.429121 0.221230
      1726-582-53137 0.800900 0.287079 0.055528 0.120000 5036.036760  C    M 0.799700 0.287079 0.055528
      1726-537-53137 0.402600 0.550406 0.120491 0.410000 3922.230640  D    M 1.536600 0.550406 0.120491
        266-92-51630 0.624360 0.903125 0.198848 0.240000 4542.360304  D    M 2.295700 0.903125 0.198848
       266-396-51630 1.385780 0.289214 0.067483 0.180000 6671.595192  D    M 1.406500 0.289214 0.067483
       266-353-51630 0.488760 1.181520 0.120234 0.460000 4163.168464  C    M 0.488500 1.181520 0.120234
       266-280-51630 1.464950 0.610560 0.109536 0.200000 6892.986180  B    M 2.565900 0.610560 0.109536
       266-452-51630 1.510190 0.744964 0.152180 0.340000 7019.495316  C    M 2.528300 0.744964 0.152180
         266-5-51630 0.953600 0.615274 0.103399 0.320000 5463.047040  D    M 2.833700 0.615274 0.103399
         266-5-51630 1.872320 1.519329 0.238831 0.260000 8032.155648  C    M 2.833700 1.519329 0.238831
         266-5-51630 1.978760 2.662182 0.184976 0.260000 8329.804464  C    M 2.833700 2.662182 0.184976
       305-601-51613 1.828250 0.369486 0.091222 0.160000 7908.918300  D    M 2.002000 0.369486 0.091222
       305-616-51613 0.481210 1.260456 0.280176 0.410000 4142.055644  C    M 1.850600 1.260456 0.280176
       305-476-51613 1.534620 3.255320 0.359817 0.240000 7087.811368  B    M 3.721000 3.255320 0.359817
        305-62-51613 0.393520 0.566910 0.108359 0.310000 3896.839328  D    M 1.815300 0.566910 0.108359
       305-336-51613 1.386230 0.476484 0.118178 0.270000 6672.853572  D    M 3.782000 0.476484 0.118178
       305-336-51613 1.490640 0.752819 0.177464 0.270000 6964.825696  D    M 3.782000 0.752819 0.177464
       305-556-51613 0.605240 0.178789 0.039869 0.140000 4488.893136  D    M 1.329800 0.178789 0.039869
       305-632-51613 0.901220 0.371341 0.063643 0.210000 5316.571608  D    M 2.157000 0.371341 0.063643
       305-479-51613 1.111000 0.297489 0.072951 0.130000 5903.200400  D   MF 2.910900 0.297489 0.072951
       305-479-51613 1.363960 0.313034 0.072759 0.100000 6610.577744  D    M 2.910900 0.313034 0.072759
        305-21-51613 1.158090 0.498126 0.120014 0.300000 6034.882876  D    M 1.520100 0.498126 0.120014
        305-21-51613 1.356760 0.870687 0.175241 0.300000 6590.443664  C    M 1.520100 0.870687 0.175241
        305-21-51613 1.517170 2.471029 0.109647 0.300000 7039.014188  A   MF 1.520100 2.471029 0.109647
       305-289-51613 0.856760 0.154032 0.032314 0.110000 5192.243664  C    M 2.078000 0.154032 0.032314
       305-122-51613 1.331510 0.687966 0.126527 0.230000 6519.834564  C    M 1.355000 0.687966 0.126527
       958-625-52410 0.599060 1.118157 0.265156 0.280000 4471.611384  C    M 1.671300 1.118157 0.265156
        958-47-52410 1.737430 0.579741 0.132606 0.180000 7654.949252  C    M 2.085100 0.579741 0.132606
        958-47-52410 1.991450 2.004713 0.229989 0.180000 8365.290780  B    M 2.085100 2.004713 0.229989
       958-531-52410 1.798610 1.486452 0.306581 0.210000 7826.033004  D    M 1.942900 1.486452 0.306581
       958-531-52410 1.871600 1.087895 0.263616 0.210000 8030.142240  C    M 1.942900 1.087895 0.263616
       958-272-52410 0.568460 0.214860 0.041442 0.130000 4386.041544  D    M 1.624300 0.214860 0.041442
       958-272-52410 1.417490 0.372701 0.054188 0.110000 6760.269036  C    M 1.624300 0.372701 0.054188
       958-331-52410 0.520010 0.765127 0.167104 0.360000 4250.555964  D    M 0.560900 0.765127 0.167104
       958-620-52410 0.377970 0.613947 0.131353 0.200000 3853.355308  C    M 0.810400 0.613947 0.131353
       958-620-52410 0.590290 0.760868 0.167265 0.200000 4447.086956  D    M 0.810400 0.760868 0.167265
       958-268-52410 0.910360 2.003811 0.375322 0.440000 5342.130704  E    M 2.903500 2.003811 0.375322
       958-314-52410 0.664090 0.637586 0.121989 0.140000 4653.461276  C    M 1.274900 0.637586 0.121989
       958-314-52410 1.158770 0.276083 0.055587 0.140000 6036.784428  B    M 1.274900 0.276083 0.055587
       958-497-52410 1.657110 0.652589 0.128711 0.190000 7430.342404  A   MC 1.891000 0.652589 0.128711
       958-463-52410 1.832030 1.953369 0.280364 0.270000 7919.488692  C    M 2.573600 1.953369 0.280364
       958-562-52410 1.588590 0.544698 0.108167 0.200000 7238.733076  B    M 1.668200 0.544698 0.108167
       958-562-52410 1.601640 1.243062 0.217555 0.200000 7275.226096  E    M 1.668200 1.243062 0.217555
       958-562-52410 1.609430 0.904029 0.167086 0.200000 7297.010052  D    M 1.668200 0.904029 0.167086
       958-562-52410 1.625030 1.282652 0.148951 0.200000 7340.633892  C    M 1.668200 1.282652 0.148951
       958-562-52410 1.650540 1.899613 0.129030 0.200000 7411.970056  A   MF 1.668200 1.899613 0.129030
       958-612-52410 0.746230 0.735298 0.140875 0.170000 4883.157572  C    M 1.372700 0.735298 0.140875
       958-253-52410 0.632240 0.344925 0.085159 0.110000 4564.395936  D    M 1.545300 0.344925 0.085159
       958-403-52410 1.619640 1.104732 0.243545 0.180000 7325.561296  D    M 2.296000 1.104732 0.243545
       958-403-52410 1.806230 0.430827 0.104054 0.180000 7847.341572  C    M 2.296000 0.430827 0.104054
       958-403-52410 1.817100 0.687942 0.145185 0.180000 7877.738440  C    M 2.296000 0.687942 0.145185
       958-157-52410 0.392230 0.512846 0.128571 0.210000 3893.231972  C    M 1.930500 0.512846 0.128571
       958-157-52410 1.885800 0.481669 0.057523 0.090000 8069.851120  A    M 1.930500 0.481669 0.057523
       958-292-52410 1.661580 1.155705 0.284793 0.280000 7442.842312  C    M 3.002000 1.155705 0.284793
       958-292-52410 1.804690 1.117771 0.277749 0.550000 7843.035116  D    M 3.002000 1.117771 0.277749
        958-82-52410 0.605760 0.819550 0.143234 0.140000 4490.347264  C    M 1.042600 0.819550 0.143234
       958-326-52410 0.380620 1.195115 0.212948 0.460000 3860.765768  C    M 0.381400 1.195115 0.212948
       958-597-52410 2.012130 2.279450 0.210814 0.170000 8423.120332  C    M 2.185300 2.279450 0.210814
       958-597-52410 2.022880 1.374186 0.209734 0.170000 8453.181632  B    M 2.185300 1.374186 0.209734
       958-439-52410 1.705160 0.731195 0.064322 0.100000 7564.709424  A   MC 1.726600 0.731195 0.064322
      1431-410-52992 0.423750 0.337138 0.060404 0.180000 3981.374500  D    M 1.062900 0.337138 0.060404
      1431-410-52992 1.060880 0.396433 0.077152 0.180000 5763.044832  C    M 1.062900 0.396433 0.077152
      1431-256-52992 0.547940 1.200951 0.096257 0.130000 4328.659416  C    M 2.126500 1.200951 0.096257
      1431-256-52992 1.226630 0.177398 0.030989 0.100000 6226.548132  C    M 2.126500 0.177398 0.030989
      1431-605-52992 1.313990 0.274418 0.034140 0.120000 6470.841636  C    M 1.591600 0.274418 0.034140
      1431-605-52992 1.329590 0.184582 0.043355 0.120000 6514.465476  C    M 1.591600 0.184582 0.043355
      1431-605-52992 1.468930 0.160798 0.036048 0.120000 6904.115852  D    M 1.591600 0.160798 0.036048
      1431-358-52992 0.779140 1.929584 0.286093 0.320000 4975.187096  D    M 2.845800 1.929584 0.286093
      1431-358-52992 0.826670 0.545254 0.130292 0.320000 5108.099988  B    M 2.845800 0.545254 0.130292
      1431-161-52992 0.623580 0.354772 0.087461 0.150000 4540.179112  D    M 1.347600 0.354772 0.087461
      1431-523-52992 0.631440 0.250699 0.062521 0.080000 4562.158816  D    M 1.213700 0.250699 0.062521
      1431-396-52992 0.889080 0.529888 0.115929 0.160000 5282.623312  D    M 1.857000 0.529888 0.115929
       1431-42-52992 0.384020 1.181341 0.260834 0.240000 3870.273528  C    M 1.082600 1.181341 0.260834
      1431-324-52992 0.846580 2.762404 0.116973 0.110000 5163.776312  C    M 2.446600 2.762404 0.116973
      1431-324-52992 0.885400 0.364379 0.073194 0.110000 5272.332560  C    M 2.446600 0.364379 0.073194
      1431-324-52992 2.016230 1.697152 0.419729 0.160000 8434.585572  C    M 2.446600 1.697152 0.419729
      1431-409-52992 1.335190 0.849610 0.126756 0.170000 6530.125316  E    M 1.495900 0.849610 0.126756
      1431-409-52992 1.342450 0.836304 0.154539 0.170000 6550.427180  C    M 1.495900 0.836304 0.154539
      1431-409-52992 1.446050 0.405552 0.089532 0.170000 6840.134220  D    M 1.495900 0.405552 0.089532
      1431-122-52992 1.162130 0.636872 0.123952 0.180000 6046.180332  D    M 2.076200 0.636872 0.123952
      1431-122-52992 1.985250 4.218407 0.763420 0.180000 8347.953100  A    F 2.076200 4.218407 0.763420
      1337-478-52767 0.435670 1.150682 0.190155 0.180000 4014.707588  D    M 2.260100 1.150682 0.190155
      1337-478-52767 0.556250 0.738313 0.162570 0.240000 4351.897500  C    M 2.260100 0.738313 0.162570
      1337-293-52767 0.637540 0.626550 0.135569 0.140000 4579.216856 C*    M 1.779000 0.626550 0.135569
      1337-293-52767 1.455840 0.626669 0.110756 0.140000 6867.510976  D    M 1.779000 0.626669 0.110756
